State and area,Year,Quarter,Total,Rate
Oregon,2021,3,309916,4.8
Oregon,2021,4,268261,4.133333333333333
Oregon,2022,1,239449,3.6666666666666665
Oregon,2022,2,240817,3.733333333333333
Oregon,2022,3,285144,4.333333333333333
Oregon,2022,4,314964,4.8
Oregon,2023,1,303786,4.633333333333334
Oregon,2023,2,243089,3.733333333333333
Oregon,2023,3,222047,3.4333333333333336
Pennsylvania,2014,1,1222735,6.3999999999999995
Pennsylvania,2014,2,1165464,6.1000000000000005
Pennsylvania,2014,3,1099423,5.7
Pennsylvania,2014,4,1064152,5.533333333333334
Pennsylvania,2015,1,1060850,5.5
Pennsylvania,2015,2,1052135,5.466666666666666
Pennsylvania,2015,3,1026132,5.333333333333333
Pennsylvania,2015,4,1015086,5.266666666666667
Pennsylvania,2016,1,1028431,5.3
Pennsylvania,2016,2,1044145,5.400000000000001
Pennsylvania,2016,3,1044619,5.400000000000001
Pennsylvania,2016,4,1019995,5.266666666666667
Pennsylvania,2017,1,998418,5.133333333333333
Pennsylvania,2017,2,969833,4.966666666666667
Pennsylvania,2017,3,955586,4.9
Pennsylvania,2017,4,949190,4.9
Pennsylvania,2018,1,917007,4.7
Pennsylvania,2018,2,861029,4.3999999999999995
Pennsylvania,2018,3,832188,4.266666666666667
Pennsylvania,2018,4,844278,4.3
Pennsylvania,2019,1,857914,4.366666666666667
Pennsylvania,2019,2,835025,4.233333333333333
Pennsylvania,2019,3,844378,4.266666666666667
Pennsylvania,2019,4,875181,4.433333333333334
Pennsylvania,2020,1,930297,4.7
Pennsylvania,2020,2,2603077,13.466666666666667
Pennsylvania,2020,3,1872231,9.566666666666668
Pennsylvania,2020,4,1556374,7.933333333333334
Pennsylvania,2021,1,1398736,7.2
Pennsylvania,2021,2,1244009,6.3999999999999995
Pennsylvania,2021,3,1096854,5.7
Pennsylvania,2021,4,931374,4.833333333333333
Pennsylvania,2022,1,854945,4.433333333333334
Pennsylvania,2022,2,836789,4.3
Pennsylvania,2022,3,837492,4.3
Pennsylvania,2022,4,845757,4.366666666666667
Pennsylvania,2023,1,840716,4.3
Pennsylvania,2023,2,772585,3.9666666666666663
Pennsylvania,2023,3,678126,3.466666666666667
Rhode Island,2014,1,145460,8.700000000000001
Rhode Island,2014,2,134220,8.033333333333333
Rhode Island,2014,3,124254,7.433333333333334
Rhode Island,2014,4,115046,6.8999999999999995
Rhode Island,2015,1,108168,6.5
Rhode Island,2015,2,102970,6.166666666666667
Rhode Island,2015,3,96666,5.8
Rhode Island,2015,4,93407,5.633333333333333
Rhode Island,2016,1,91209,5.5
Rhode Island,2016,2,88954,5.366666666666667
Rhode Island,2016,3,85915,5.2
Rhode Island,2016,4,80898,4.8999999999999995
Rhode Island,2017,1,77323,4.533333333333333
Rhode Island,2017,2,75204,4.4
Rhode Island,2017,3,76892,4.533333333333333
Rhode Island,2017,4,77908,4.566666666666666
Rhode Island,2018,1,74641,4.366666666666667
Rhode Island,2018,2,69368,4.0
Rhode Island,2018,3,67175,3.9
Rhode Island,2018,4,66714,3.8666666666666667
Rhode Island,2019,1,62692,3.6999999999999997
Rhode Island,2019,2,59505,3.5
Rhode Island,2019,3,60761,3.5
Rhode Island,2019,4,60551,3.5
Rhode Island,2020,1,62497,3.6333333333333333
Rhode Island,2020,2,262590,15.566666666666668
Rhode Island,2020,3,184037,10.666666666666666
Rhode Island,2020,4,118477,6.966666666666666
Rhode Island,2021,1,107113,6.266666666666667
Rhode Island,2021,2,103190,6.0
Rhode Island,2021,3,95209,5.533333333333334
Rhode Island,2021,4,72640,4.233333333333333
Rhode Island,2022,1,55681,3.233333333333333
Rhode Island,2022,2,51348,3.0
Rhode Island,2022,3,56689,3.3333333333333335
Rhode Island,2022,4,55963,3.3000000000000003
Rhode Island,2023,1,52274,3.1
Rhode Island,2023,2,50584,2.966666666666667
Rhode Island,2023,3,45918,2.6999999999999997
South Carolina,2014,1,398988,6.033333333333334
South Carolina,2014,2,405048,6.1000000000000005
South Carolina,2014,3,431648,6.433333333333334
South Carolina,2014,4,440448,6.533333333333334
South Carolina,2015,1,431995,6.366666666666667
South Carolina,2015,2,414880,6.1000000000000005
South Carolina,2015,3,386615,5.7
South Carolina,2015,4,370508,5.433333333333334
South Carolina,2016,1,362627,5.266666666666667
South Carolina,2016,2,346888,5.066666666666666
South Carolina,2016,3,326182,4.8
South Carolina,2016,4,310423,4.533333333333333
South Carolina,2017,1,290760,4.3
South Carolina,2017,2,281541,4.133333333333333
South Carolina,2017,3,285327,4.2
South Carolina,2017,4,281988,4.166666666666667
South Carolina,2018,1,248728,3.6999999999999997
South Carolina,2018,2,222683,3.233333333333333
South Carolina,2018,3,226143,3.2999999999999994
South Carolina,2018,4,225138,3.266666666666667
South Carolina,2019,1,221226,3.1666666666666665
South Carolina,2019,2,202716,2.9
South Carolina,2019,3,174564,2.5
South Carolina,2019,4,177871,2.566666666666667
South Carolina,2020,1,204254,2.9333333333333336
South Carolina,2020,2,668676,9.566666666666666
South Carolina,2020,3,447504,6.366666666666667
South Carolina,2020,4,357522,5.066666666666666
South Carolina,2021,1,312755,4.433333333333334
South Carolina,2021,2,290534,4.133333333333333
South Carolina,2021,3,271831,3.8666666666666667
South Carolina,2021,4,246013,3.5
South Carolina,2022,1,231824,3.266666666666667
South Carolina,2022,2,226247,3.2000000000000006
South Carolina,2022,3,233476,3.266666666666667
South Carolina,2022,4,232690,3.2999999999999994
South Carolina,2023,1,228503,3.2000000000000006
South Carolina,2023,2,227364,3.1
South Carolina,2023,3,221756,3.0
South Dakota,2014,1,46197,3.4333333333333336
South Dakota,2014,2,45292,3.3666666666666667
South Dakota,2014,3,44402,3.2999999999999994
South Dakota,2014,4,44016,3.233333333333333
South Dakota,2015,1,43047,3.2000000000000006
South Dakota,2015,2,42366,3.1
South Dakota,2015,3,40785,3.033333333333333
South Dakota,2015,4,39123,2.8666666666666667
South Dakota,2016,1,38676,2.7999999999999994
South Dakota,2016,2,40199,2.9333333333333336
South Dakota,2016,3,42442,3.1333333333333333
South Dakota,2016,4,43545,3.2000000000000006
South Dakota,2017,1,42075,3.1
South Dakota,2017,2,41543,3.0
South Dakota,2017,3,41884,3.1
South Dakota,2017,4,41145,3.0
South Dakota,2018,1,40267,2.9333333333333336
South Dakota,2018,2,38599,2.7999999999999994
South Dakota,2018,3,37302,2.7000000000000006
South Dakota,2018,4,37952,2.733333333333333
South Dakota,2019,1,39057,2.7999999999999994
South Dakota,2019,2,39132,2.7999999999999994
South Dakota,2019,3,39182,2.7999999999999994
South Dakota,2019,4,37839,2.733333333333333
South Dakota,2020,1,35035,2.5
South Dakota,2020,2,95828,6.8999999999999995
South Dakota,2020,3,58606,4.2
South Dakota,2020,4,46107,3.3000000000000003
South Dakota,2021,1,40667,2.9
South Dakota,2021,2,39483,2.7999999999999994
South Dakota,2021,3,37275,2.6333333333333333
South Dakota,2021,4,31793,2.2333333333333334
South Dakota,2022,1,27530,1.9333333333333333
South Dakota,2022,2,28150,1.9666666666666668
South Dakota,2022,3,30782,2.1666666666666665
South Dakota,2022,4,31196,2.2
South Dakota,2023,1,29089,2.033333333333333
South Dakota,2023,2,26759,1.8666666666666665
South Dakota,2023,3,27457,1.8999999999999997
Tennessee,2014,1,624696,6.833333333333333
Tennessee,2014,2,611888,6.7
Tennessee,2014,3,600453,6.566666666666666
Tennessee,2014,4,577892,6.3
Tennessee,2015,1,556181,6.066666666666666
Tennessee,2015,2,533018,5.8
Tennessee,2015,3,499328,5.3999999999999995
Tennessee,2015,4,463618,5.0
Tennessee,2016,1,439140,4.733333333333333
Tennessee,2016,2,439620,4.666666666666667
Tennessee,2016,3,455716,4.833333333333333
Tennessee,2016,4,457387,4.8
Tennessee,2017,1,416957,4.3999999999999995
Tennessee,2017,2,356754,3.733333333333333
Tennessee,2017,3,329228,3.4333333333333336
Tennessee,2017,4,332096,3.4333333333333336
Tennessee,2018,1,341481,3.5
Tennessee,2018,2,339600,3.5
Tennessee,2018,3,338634,3.5
Tennessee,2018,4,342791,3.5
Tennessee,2019,1,341770,3.4333333333333336
Tennessee,2019,2,328027,3.266666666666667
Tennessee,2019,3,324546,3.233333333333333
Tennessee,2019,4,343234,3.4333333333333336
Tennessee,2020,1,349269,3.5
Tennessee,2020,2,1231125,12.666666666666666
Tennessee,2020,3,783558,7.933333333333334
Tennessee,2020,4,600607,6.033333333333334
Tennessee,2021,1,525400,5.266666666666667
Tennessee,2021,2,481472,4.8
Tennessee,2021,3,418880,4.2
Tennessee,2021,4,367970,3.6999999999999997
Tennessee,2022,1,344455,3.4
Tennessee,2022,2,329548,3.233333333333333
Tennessee,2022,3,336069,3.3333333333333335
Tennessee,2022,4,347630,3.5
Tennessee,2023,1,346007,3.466666666666667
Tennessee,2023,2,327091,3.266666666666667
Tennessee,2023,3,319205,3.1333333333333333
Texas,2014,1,2166993,5.6000000000000005
Texas,2014,2,2064826,5.3
Texas,2014,3,1986095,5.1000000000000005
Texas,2014,4,1864197,4.766666666666667
Texas,2015,1,1765768,4.533333333333333
Texas,2015,2,1739202,4.433333333333334
Texas,2015,3,1752716,4.466666666666667
Texas,2015,4,1771457,4.5
Texas,2016,1,1770727,4.466666666666667
Texas,2016,2,1831266,4.6000000000000005
Texas,2016,3,1905168,4.733333333333333
Texas,2016,4,1938592,4.8
Texas,2017,1,1897578,4.7
Texas,2017,2,1786461,4.3999999999999995
Texas,2017,3,1691738,4.166666666666667
Texas,2017,4,1657081,4.1
Texas,2018,1,1652957,4.033333333333333
Texas,2018,2,1622210,3.9333333333333336
Texas,2018,3,1579831,3.8333333333333335
Texas,2018,4,1580194,3.7999999999999994
Texas,2019,1,1511555,3.6333333333333333
Texas,2019,2,1435272,3.4333333333333336
Texas,2019,3,1477171,3.533333333333333
Texas,2019,4,1476051,3.5
Texas,2020,1,1686064,4.033333333333333
Texas,2020,2,4714908,11.5
Texas,2020,3,3507460,8.366666666666667
Texas,2020,4,2969418,7.0
Texas,2021,1,2795305,6.566666666666666
Texas,2021,2,2565573,5.966666666666666
Texas,2021,3,2299764,5.366666666666667
Texas,2021,4,2033025,4.7
Texas,2022,1,1798831,4.1
Texas,2022,2,1668552,3.7999999999999994
Texas,2022,3,1658335,3.766666666666667
Texas,2022,4,1693300,3.8333333333333335
Texas,2023,1,1756334,3.966666666666667
Texas,2023,2,1831692,4.066666666666666
Texas,2023,3,1862058,4.1
Utah,2014,1,157571,3.733333333333333
Utah,2014,2,152542,3.6
Utah,2014,3,153497,3.6
Utah,2014,4,154017,3.6
Utah,2015,1,153189,3.533333333333333
Utah,2015,2,154049,3.5
Utah,2015,3,154888,3.5
Utah,2015,4,155328,3.5
Utah,2016,1,155573,3.5
Utah,2016,2,152314,3.4
Utah,2016,3,148203,3.2999999999999994
Utah,2016,4,147340,3.2000000000000006
Utah,2017,1,147091,3.2000000000000006
Utah,2017,2,147963,3.2000000000000006
Utah,2017,3,147935,3.1666666666666665
Utah,2017,4,144873,3.1
Utah,2018,1,141811,3.0
Utah,2018,2,139005,2.9
Utah,2018,3,137712,2.9
Utah,2018,4,136551,2.8666666666666667
Utah,2019,1,131123,2.733333333333333
Utah,2019,2,124045,2.566666666666667
Utah,2019,3,119588,2.466666666666667
Utah,2019,4,118442,2.4
Utah,2020,1,121030,2.5
Utah,2020,2,394116,8.033333333333333
Utah,2020,3,249618,5.033333333333334
Utah,2020,4,190937,3.8333333333333335
Utah,2021,1,161897,3.233333333333333
Utah,2021,2,145104,2.9
Utah,2021,3,130954,2.6
Utah,2021,4,117206,2.3000000000000003
Utah,2022,1,113222,2.2
Utah,2022,2,117049,2.2333333333333334
Utah,2022,3,124845,2.3666666666666667
Utah,2022,4,128120,2.4
Utah,2023,1,126617,2.4
Utah,2023,2,125831,2.3333333333333335
Utah,2023,3,137156,2.5
Vermont,2014,1,42363,4.033333333333333
Vermont,2014,2,41827,4.0
Vermont,2014,3,42029,4.0
Vermont,2014,4,41125,3.9333333333333336
Vermont,2015,1,38916,3.733333333333333
Vermont,2015,2,37241,3.5666666666666664
Vermont,2015,3,36089,3.466666666666667
Vermont,2015,4,34786,3.3666666666666667
Vermont,2016,1,33120,3.2000000000000006
Vermont,2016,2,32394,3.1
Vermont,2016,3,32213,3.1
Vermont,2016,4,32285,3.1
Vermont,2017,1,33314,3.1
Vermont,2017,2,32030,3.033333333333333
Vermont,2017,3,31295,2.9
Vermont,2017,4,31674,3.0
Vermont,2018,1,28973,2.733333333333333
Vermont,2018,2,26575,2.5
Vermont,2018,3,25096,2.3333333333333335
Vermont,2018,4,24999,2.3666666666666667
Vermont,2019,1,23431,2.1999999999999997
Vermont,2019,2,20896,1.9666666666666668
Vermont,2019,3,22060,2.1
Vermont,2019,4,22648,2.1333333333333333
Vermont,2020,1,23816,2.266666666666667
Vermont,2020,2,108096,10.433333333333334
Vermont,2020,3,57432,5.766666666666667
Vermont,2020,4,43705,4.3999999999999995
Vermont,2021,1,44720,4.466666666666667
Vermont,2021,2,39922,3.966666666666667
Vermont,2021,3,34042,3.4
Vermont,2021,4,30311,2.966666666666667
Vermont,2022,1,25078,2.433333333333333
Vermont,2022,2,23087,2.2333333333333334
Vermont,2022,3,28182,2.766666666666667
Vermont,2022,4,31409,3.0666666666666664
Vermont,2023,1,29151,2.8000000000000003
Vermont,2023,2,22446,2.1333333333333333
Vermont,2023,3,19312,1.8333333333333333
Virginia,2014,1,679302,5.3
Virginia,2014,2,668667,5.233333333333333
Virginia,2014,3,646608,5.066666666666666
Virginia,2014,4,621174,4.866666666666667
Virginia,2015,1,603394,4.733333333333333
Virginia,2015,2,575470,4.5
Virginia,2015,3,534235,4.2
Virginia,2015,4,512673,4.033333333333333
Virginia,2016,1,497956,3.9333333333333336
Virginia,2016,2,497586,3.9333333333333336
Virginia,2016,3,518779,4.066666666666666
Virginia,2016,4,524624,4.066666666666666
Virginia,2017,1,515338,3.966666666666667
Virginia,2017,2,487745,3.733333333333333
Virginia,2017,3,463683,3.533333333333333
Virginia,2017,4,446751,3.4333333333333336
Virginia,2018,1,431124,3.3000000000000003
Virginia,2018,2,386735,2.9333333333333336
Virginia,2018,3,362479,2.7999999999999994
Virginia,2018,4,392522,3.0
Virginia,2019,1,403462,3.0666666666666664
Virginia,2019,2,352690,2.6666666666666665
Virginia,2019,3,335801,2.533333333333333
Virginia,2019,4,367989,2.766666666666667
Virginia,2020,1,397750,2.966666666666667
Virginia,2020,2,1325931,10.299999999999999
Virginia,2020,3,954997,7.366666666666666
Virginia,2020,4,699053,5.3999999999999995
Virginia,2021,1,608718,4.7
Virginia,2021,2,541913,4.2
Virginia,2021,3,461365,3.533333333333333
Virginia,2021,4,406017,3.1
Virginia,2022,1,376509,2.8666666666666667
Virginia,2022,2,341002,2.533333333333333
Virginia,2022,3,370749,2.8000000000000003
Virginia,2022,4,420387,3.1333333333333333
Virginia,2023,1,434363,3.2000000000000006
Virginia,2023,2,399848,2.9
Virginia,2023,3,345736,2.5
Washington,2014,1,639784,6.133333333333333
Washington,2014,2,622522,5.966666666666666
Washington,2014,3,615634,5.866666666666667
Washington,2014,4,606715,5.733333333333333
Washington,2015,1,584637,5.533333333333334
Washington,2015,2,574932,5.400000000000001
Washington,2015,3,573948,5.400000000000001
Washington,2015,4,582397,5.400000000000001
Washington,2016,1,584507,5.400000000000001
Washington,2016,2,580240,5.3
Washington,2016,3,570000,5.2
Washington,2016,4,545804,5.0
Washington,2017,1,520532,4.7
Washington,2017,2,511122,4.6
Washington,2017,3,519693,4.633333333333333
Washington,2017,4,522034,4.633333333333333
Washington,2018,1,515102,4.566666666666666
Washington,2018,2,495532,4.333333333333333
Washington,2018,3,491648,4.3
Washington,2018,4,525313,4.5
Washington,2019,1,540643,4.633333333333333
Washington,2019,2,508024,4.3
Washington,2019,3,485956,4.1
Washington,2019,4,463047,3.9
Washington,2020,1,507732,4.266666666666667
Washington,2020,2,1641413,13.700000000000001
Washington,2020,3,1050757,8.966666666666667
Washington,2020,4,801697,6.866666666666667
Washington,2021,1,712297,6.1000000000000005
Washington,2021,2,639232,5.466666666666666
Washington,2021,3,580236,4.966666666666666
Washington,2021,4,509058,4.3
Washington,2022,1,470258,3.966666666666667
Washington,2022,2,467128,3.9
Washington,2022,3,510875,4.266666666666667
Washington,2022,4,549236,4.566666666666666
Washington,2023,1,550226,4.566666666666666
Washington,2023,2,493811,4.066666666666666
Washington,2023,3,440221,3.6
West Virginia,2014,1,160709,6.7
West Virginia,2014,2,156337,6.533333333333334
West Virginia,2014,3,152879,6.400000000000001
West Virginia,2014,4,151496,6.366666666666667
West Virginia,2015,1,155638,6.533333333333334
West Virginia,2015,2,162052,6.8
West Virginia,2015,3,156628,6.6000000000000005
West Virginia,2015,4,150736,6.400000000000001
West Virginia,2016,1,150014,6.333333333333333
West Virginia,2016,2,146192,6.2
West Virginia,2016,3,142861,6.066666666666666
West Virginia,2016,4,135742,5.766666666666667
West Virginia,2017,1,123140,5.233333333333333
West Virginia,2017,2,118467,5.033333333333333
West Virginia,2017,3,122653,5.2
West Virginia,2017,4,126694,5.366666666666667
West Virginia,2018,1,127242,5.366666666666667
West Virginia,2018,2,124108,5.2
West Virginia,2018,3,119692,5.033333333333333
West Virginia,2018,4,120327,5.066666666666666
West Virginia,2019,1,117358,4.8999999999999995
West Virginia,2019,2,113140,4.766666666666667
West Virginia,2019,3,118209,4.933333333333334
West Virginia,2019,4,122624,5.133333333333333
West Virginia,2020,1,125835,5.266666666666667
West Virginia,2020,2,297040,12.866666666666667
West Virginia,2020,3,195960,8.4
West Virginia,2020,4,153522,6.566666666666666
West Virginia,2021,1,137249,5.8999999999999995
West Virginia,2021,2,128057,5.466666666666666
West Virginia,2021,3,114181,4.866666666666666
West Virginia,2021,4,98112,4.2
West Virginia,2022,1,87362,3.6999999999999997
West Virginia,2022,2,88980,3.8000000000000003
West Virginia,2022,3,96322,4.066666666666666
West Virginia,2022,4,96116,4.1
West Virginia,2023,1,86595,3.6666666666666665
West Virginia,2023,2,77337,3.2999999999999994
West Virginia,2023,3,85066,3.6
Wisconsin,2014,1,539511,5.866666666666667
Wisconsin,2014,2,505944,5.5
Wisconsin,2014,3,475916,5.133333333333333
Wisconsin,2014,4,450426,4.8999999999999995
Wisconsin,2015,1,432332,4.666666666666667
Wisconsin,2015,2,416806,4.5
Wisconsin,2015,3,398867,4.333333333333333
Wisconsin,2015,4,389858,4.2
Wisconsin,2016,1,380428,4.066666666666666
Wisconsin,2016,2,370181,3.966666666666667
Wisconsin,2016,3,363159,3.9
Wisconsin,2016,4,348094,3.6999999999999997
Wisconsin,2017,1,320887,3.4
Wisconsin,2017,2,306962,3.266666666666667
Wisconsin,2017,3,307960,3.266666666666667
Wisconsin,2017,4,289830,3.1
Wisconsin,2018,1,276282,2.9
Wisconsin,2018,2,281514,3.0
Wisconsin,2018,3,281393,3.0
Wisconsin,2018,4,281469,3.0
Wisconsin,2019,1,285184,3.033333333333333
Wisconsin,2019,2,297451,3.1666666666666665
Wisconsin,2019,3,307401,3.2999999999999994
Wisconsin,2019,4,298265,3.1666666666666665
Wisconsin,2020,1,276665,3.0
Wisconsin,2020,2,1025314,11.1
Wisconsin,2020,3,607889,6.533333333333334
Wisconsin,2020,4,459429,4.933333333333334
Wisconsin,2021,1,416653,4.5
Wisconsin,2021,2,386805,4.133333333333333
Wisconsin,2021,3,339444,3.6333333333333333
Wisconsin,2021,4,286112,3.1
Wisconsin,2022,1,258228,2.7999999999999994
Wisconsin,2022,2,265354,2.8666666666666667
Wisconsin,2022,3,283045,3.0666666666666664
Wisconsin,2022,4,277760,3.0
Wisconsin,2023,1,247499,2.6999999999999997
Wisconsin,2023,2,223043,2.433333333333333
Wisconsin,2023,3,267208,2.8666666666666667
Wyoming,2014,1,40313,4.433333333333334
Wyoming,2014,2,39723,4.4
Wyoming,2014,3,40240,4.4
Wyoming,2014,4,37722,4.133333333333333
Wyoming,2015,1,35961,3.9333333333333336
Wyoming,2015,2,37864,4.166666666666667
Wyoming,2015,3,38391,4.233333333333333
Wyoming,2015,4,40782,4.5
Wyoming,2016,1,47963,5.266666666666667
Wyoming,2016,2,50961,5.666666666666667
Wyoming,2016,3,47672,5.3
Wyoming,2016,4,45580,5.1000000000000005
Wyoming,2017,1,40799,4.6000000000000005
Wyoming,2017,2,36640,4.133333333333333
Wyoming,2017,3,37449,4.266666666666667
Wyoming,2017,4,37772,4.3
Wyoming,2018,1,36425,4.166666666666667
Wyoming,2018,2,35298,4.0
Wyoming,2018,3,35623,4.066666666666666
Wyoming,2018,4,35003,4.0
Wyoming,2019,1,31539,3.6
Wyoming,2019,2,30332,3.4333333333333336
Wyoming,2019,3,33145,3.766666666666667
Wyoming,2019,4,36024,4.066666666666666
Wyoming,2020,1,41503,4.666666666666667
Wyoming,2020,2,62834,7.099999999999999
Wyoming,2020,3,55738,6.333333333333333
Wyoming,2020,4,48094,5.5
Wyoming,2021,1,46300,5.3
Wyoming,2021,2,42366,4.8999999999999995
Wyoming,2021,3,37956,4.3999999999999995
Wyoming,2021,4,33788,3.9
Wyoming,2022,1,29396,3.4
Wyoming,2022,2,28648,3.3000000000000003
Wyoming,2022,3,32399,3.6666666666666665
Wyoming,2022,4,34222,3.9
Wyoming,2023,1,33367,3.8000000000000003
Wyoming,2023,2,29744,3.3000000000000003
Wyoming,2023,3,26319,2.9333333333333336
