State,Year,Unemployment,Rate,Latitude,Longitude
Alabama,2014,1750298,6.733333333,32.31823,-86.902298
Alabama,2015,1580814,6.125,32.31823,-86.902298
Alabama,2016,1521869,5.908333333,32.31823,-86.902298
Alabama,2017,1195671,4.508333333,32.31823,-86.902298
Alabama,2018,1055694,3.941666667,32.31823,-86.902298
Alabama,2019,868716,3.183333333,32.31823,-86.902298
Alabama,2020,1741742,6.425,32.31823,-86.902298
Alabama,2021,915201,3.366666667,32.31823,-86.902298
Alabama,2022,712065,2.575,32.31823,-86.902298
Alabama,2023,468377,2.266666667,32.31823,-86.902298
Alaska,2014,294750,6.741666667,66.160507,-153.369141
Alaska,2015,272996,6.275,66.160507,-153.369141
Alaska,2016,286543,6.6,66.160507,-153.369141
Alaska,2017,281547,6.508333333,66.160507,-153.369141
Alaska,2018,257631,6.041666667,66.160507,-153.369141
Alaska,2019,237088,5.591666667,66.160507,-153.369141
Alaska,2020,345873,8.308333333,66.160507,-153.369141
Alaska,2021,272305,6.433333333,66.160507,-153.369141
Alaska,2022,172472,4.025,66.160507,-153.369141
Alaska,2023,121679,3.788888889,66.160507,-153.369141
Arizona,2014,2547354,6.791666667,34.048927,-111.093735
Arizona,2015,2324948,6.075,34.048927,-111.093735
Arizona,2016,2140147,5.483333333,34.048927,-111.093735
Arizona,2017,1927027,4.975,34.048927,-111.093735
Arizona,2018,1919822,4.808333333,34.048927,-111.093735
Arizona,2019,1982002,4.808333333,34.048927,-111.093735
Arizona,2020,3258172,7.841666667,34.048927,-111.093735
Arizona,2021,2146641,5.075,34.048927,-111.093735
Arizona,2022,1656705,3.825,34.048927,-111.093735
Arizona,2023,1207947,3.633333333,34.048927,-111.093735
Arkansas,2014,938965,5.9,34.799999,-92.199997
Arkansas,2015,796315,4.95,34.799999,-92.199997
Arkansas,2016,643276,3.983333333,34.799999,-92.199997
Arkansas,2017,603243,3.741666667,34.799999,-92.199997
Arkansas,2018,589842,3.658333333,34.799999,-92.199997
Arkansas,2019,568419,3.491666667,34.799999,-92.199997
Arkansas,2020,1000761,6.2,34.799999,-92.199997
Arkansas,2021,652878,4.075,34.799999,-92.199997
Arkansas,2022,544195,3.3,34.799999,-92.199997
Arkansas,2023,356039,2.877777778,34.799999,-92.199997
California,2014,16947313,7.566666667,36.778259,-119.417931
California,2015,14103517,6.225,36.778259,-119.417931
California,2016,12585787,5.516666667,36.778259,-119.417931
California,2017,11135681,4.833333333,36.778259,-119.417931
California,2018,9855374,4.258333333,36.778259,-119.417931
California,2019,9537168,4.1,36.778259,-119.417931
California,2020,23091457,10.2,36.778259,-119.417931
California,2021,16669519,7.325,36.778259,-119.417931
California,2022,9648188,4.183333333,36.778259,-119.417931
California,2023,7850078,4.5,36.778259,-119.417931
Colorado,2014,1671539,4.983333333,39.113014,-105.358887
Colorado,2015,1264481,3.741666667,39.113014,-105.358887
Colorado,2016,1088902,3.133333333,39.113014,-105.358887
Colorado,2017,930981,2.608333333,39.113014,-105.358887
Colorado,2018,1114990,3.05,39.113014,-105.358887
Colorado,2019,995359,2.666666667,39.113014,-105.358887
Colorado,2020,2501974,6.766666667,39.113014,-105.358887
Colorado,2021,2067936,5.458333333,39.113014,-105.358887
Colorado,2022,1158823,3.016666667,39.113014,-105.358887
Colorado,2023,843809,2.9,39.113014,-105.358887
Connecticut,2014,1500894,6.616666667,41.599998,-72.699997
Connecticut,2015,1274128,5.616666667,41.599998,-72.699997
Connecticut,2016,1106136,4.866666667,41.599998,-72.699997
Connecticut,2017,1018648,4.416666667,41.599998,-72.699997
Connecticut,2018,895752,3.883333333,41.599998,-72.699997
Connecticut,2019,837877,3.608333333,41.599998,-72.699997
Connecticut,2020,1796532,7.966666667,41.599998,-72.699997
Connecticut,2021,1396430,6.291666667,41.599998,-72.699997
Connecticut,2022,963880,4.158333333,41.599998,-72.699997
Connecticut,2023,642000,3.733333333,41.599998,-72.699997
Delaware,2014,303908,5.608333333,39,-75.5
Delaware,2015,265772,4.791666667,39,-75.5
Delaware,2016,254927,4.525,39,-75.5
Delaware,2017,254966,4.466666667,39,-75.5
Delaware,2018,214387,3.708333333,39,-75.5
Delaware,2019,209592,3.591666667,39,-75.5
Delaware,2020,439221,7.508333333,39,-75.5
Delaware,2021,326344,5.5,39,-75.5
Delaware,2022,267719,4.491666667,39,-75.5
Delaware,2023,193436,4.288888889,39,-75.5
District of Columbia,2014,351319,7.708333333,38.907192,-77.036871
District of Columbia,2015,322215,6.916666667,38.907192,-77.036871
District of Columbia,2016,295835,6.233333333,38.907192,-77.036871
District of Columbia,2017,287404,6.1,38.907192,-77.036871
District of Columbia,2018,269577,5.683333333,38.907192,-77.036871
District of Columbia,2019,263312,5.475,38.907192,-77.036871
District of Columbia,2020,363525,7.883333333,38.907192,-77.036871
District of Columbia,2021,310272,6.833333333,38.907192,-77.036871
District of Columbia,2022,215763,4.616666667,38.907192,-77.036871
District of Columbia,2023,172237,4.911111111,38.907192,-77.036871
Florida,2014,7380484,6.433333333,27.994402,-81.760254
Florida,2015,6387919,5.525,27.994402,-81.760254
Florida,2016,5788454,4.916666667,27.994402,-81.760254
Florida,2017,5139528,4.3,27.994402,-81.760254
Florida,2018,4431643,3.65,27.994402,-81.760254
Florida,2019,4010119,3.25,27.994402,-81.760254
Florida,2020,9853261,8.175,27.994402,-81.760254
Florida,2021,5782471,4.658333333,27.994402,-81.760254
Florida,2022,3749001,2.9,27.994402,-81.760254
Florida,2023,2618916,2.644444444,27.994402,-81.760254
Georgia,2014,4069065,7.141666667,33.247875,-83.441162
Georgia,2015,3446929,6.075,33.247875,-83.441162
Georgia,2016,3222338,5.466666667,33.247875,-83.441162
Georgia,2017,2919511,4.758333333,33.247875,-83.441162
Georgia,2018,2456778,4,33.247875,-83.441162
Georgia,2019,2216147,3.575,33.247875,-83.441162
Georgia,2020,3943514,6.483333333,33.247875,-83.441162
Georgia,2021,2429833,3.916666667,33.247875,-83.441162
Georgia,2022,1907054,3.033333333,33.247875,-83.441162
Georgia,2023,1517870,3.188888889,33.247875,-83.441162
Hawaii,2014,337742,4.233333333,19.741755,-155.844437
Hawaii,2015,275156,3.416666667,19.741755,-155.844437
Hawaii,2016,235444,2.891666667,19.741755,-155.844437
Hawaii,2017,184000,2.216666667,19.741755,-155.844437
Hawaii,2018,199315,2.408333333,19.741755,-155.844437
Hawaii,2019,207633,2.516666667,19.741755,-155.844437
Hawaii,2020,934477,11.85833333,19.741755,-155.844437
Hawaii,2021,485113,6.016666667,19.741755,-155.844437
Hawaii,2022,281739,3.475,19.741755,-155.844437
Hawaii,2023,193947,3.166666667,19.741755,-155.844437
Idaho,2014,408880,4.383333333,44.068203,-114.742043
Idaho,2015,369486,3.866666667,44.068203,-114.742043
Idaho,2016,358208,3.675,44.068203,-114.742043
Idaho,2017,322941,3.216666667,44.068203,-114.742043
Idaho,2018,297259,2.875,44.068203,-114.742043
Idaho,2019,305677,2.875,44.068203,-114.742043
Idaho,2020,595668,5.516666667,44.068203,-114.742043
Idaho,2021,386971,3.5,44.068203,-114.742043
Idaho,2022,304468,2.675,44.068203,-114.742043
Idaho,2023,237138,2.744444444,44.068203,-114.742043
Illinois,2014,5609670,7.166666667,40,-89
Illinois,2015,4695839,5.991666667,40,-89
Illinois,2016,4636472,5.883333333,40,-89
Illinois,2017,3892963,4.95,40,-89
Illinois,2018,3450575,4.4,40,-89
Illinois,2019,3119164,3.966666667,40,-89
Illinois,2020,7092498,9.333333333,40,-89
Illinois,2021,4654229,6.091666667,40,-89
Illinois,2022,3534092,4.541666667,40,-89
Illinois,2023,2469954,4.244444444,40,-89
Indiana,2014,2301777,5.95,40.273502,-86.126976
Indiana,2015,1878340,4.783333333,40.273502,-86.126976
Indiana,2016,1747069,4.366666667,40.273502,-86.126976
Indiana,2017,1399509,3.491666667,40.273502,-86.126976
Indiana,2018,1393396,3.433333333,40.273502,-86.126976
Indiana,2019,1346226,3.291666667,40.273502,-86.126976
Indiana,2020,2929819,7.341666667,40.273502,-86.126976
Indiana,2021,1567118,3.891666667,40.273502,-86.126976
Indiana,2022,1222273,2.991666667,40.273502,-86.126976
Indiana,2023,988663,3.211111111,40.273502,-86.126976
Iowa,2014,863771,4.225,42.032974,-93.581543
Iowa,2015,756076,3.691666667,42.032974,-93.581543
Iowa,2016,734124,3.575,42.032974,-93.581543
Iowa,2017,623164,3.058333333,42.032974,-93.581543
Iowa,2018,529057,2.575,42.032974,-93.581543
Iowa,2019,556680,2.666666667,42.032974,-93.581543
Iowa,2020,1038764,5.2,42.032974,-93.581543
Iowa,2021,770261,3.816666667,42.032974,-93.581543
Iowa,2022,562885,2.741666667,42.032974,-93.581543
Iowa,2023,439607,2.822222222,42.032974,-93.581543
Kansas,2014,807987,4.508333333,38.5,-98
Kansas,2015,744830,4.15,38.5,-98
Kansas,2016,720886,4.016666667,38.5,-98
Kansas,2017,646970,3.616666667,38.5,-98
Kansas,2018,602281,3.358333333,38.5,-98
Kansas,2019,590612,3.275,38.5,-98
Kansas,2020,1051263,5.85,38.5,-98
Kansas,2021,595807,3.308333333,38.5,-98
Kansas,2022,478797,2.666666667,38.5,-98
Kansas,2023,388775,2.833333333,38.5,-98
Kentucky,2014,1546187,6.416666667,37.839333,-84.27002
Kentucky,2015,1241074,5.233333333,37.839333,-84.27002
Kentucky,2016,1217688,5.033333333,37.839333,-84.27002
Kentucky,2017,1176909,4.775,37.839333,-84.27002
Kentucky,2018,1040830,4.2,37.839333,-84.27002
Kentucky,2019,1020510,4.1,37.839333,-84.27002
Kentucky,2020,1569103,6.45,37.839333,-84.27002
Kentucky,2021,1077454,4.425,37.839333,-84.27002
Kentucky,2022,961794,3.908333333,37.839333,-84.27002
Kentucky,2023,712818,3.877777778,37.839333,-84.27002
Louisiana,2014,1606044,6.25,30.39183,-92.329102
Louisiana,2015,1622523,6.291666667,30.39183,-92.329102
Louisiana,2016,1548300,6.066666667,30.39183,-92.329102
Louisiana,2017,1293719,5.108333333,30.39183,-92.329102
Louisiana,2018,1223119,4.825,30.39183,-92.329102
Louisiana,2019,1167840,4.616666667,30.39183,-92.329102
Louisiana,2020,2136653,8.666666667,30.39183,-92.329102
Louisiana,2021,1388265,5.6,30.39183,-92.329102
Louisiana,2022,908616,3.625,30.39183,-92.329102
Louisiana,2023,661230,3.5,30.39183,-92.329102
Maine,2014,467154,5.558333333,45.367584,-68.972168
Maine,2015,362514,4.383333333,45.367584,-68.972168
Maine,2016,314394,3.775,45.367584,-68.972168
Maine,2017,284119,3.358333333,45.367584,-68.972168
Maine,2018,267897,3.175,45.367584,-68.972168
Maine,2019,245403,2.941666667,45.367584,-68.972168
Maine,2020,410040,5.116666667,45.367584,-68.972168
Maine,2021,379113,4.616666667,45.367584,-68.972168
Maine,2022,238277,2.941666667,45.367584,-68.972168
Maine,2023,156496,2.566666667,45.367584,-68.972168
Maryland,2014,2149792,5.733333333,39.045753,-76.641273
Maryland,2015,1878904,4.991666667,39.045753,-76.641273
Maryland,2016,1625838,4.291666667,39.045753,-76.641273
Maryland,2017,1555167,4,39.045753,-76.641273
Maryland,2018,1494740,3.816666667,39.045753,-76.641273
Maryland,2019,1353906,3.391666667,39.045753,-76.641273
Maryland,2020,2521023,6.516666667,39.045753,-76.641273
Maryland,2021,2018649,5.316666667,39.045753,-76.641273
Maryland,2022,1234161,3.233333333,39.045753,-76.641273
Maryland,2023,657810,2.288888889,39.045753,-76.641273
Massachusetts,2014,2457678,5.741666667,42.407211,-71.382439
Massachusetts,2015,2062448,4.791666667,42.407211,-71.382439
Massachusetts,2016,1748754,4.041666667,42.407211,-71.382439
Massachusetts,2017,1704503,3.791666667,42.407211,-71.382439
Massachusetts,2018,1592927,3.475,42.407211,-71.382439
Massachusetts,2019,1392596,3.016666667,42.407211,-71.382439
Massachusetts,2020,4208076,9.425,42.407211,-71.382439
Massachusetts,2021,2486881,5.525,42.407211,-71.382439
Massachusetts,2022,1692306,3.766666667,42.407211,-71.382439
Massachusetts,2023,1005083,2.988888889,42.407211,-71.382439
Michigan,2014,4122186,7.233333333,44.182205,-84.506836
Michigan,2015,3096819,5.425,44.182205,-84.506836
Michigan,2016,2910273,5.008333333,44.182205,-84.506836
Michigan,2017,2704597,4.575,44.182205,-84.506836
Michigan,2018,2474428,4.158333333,44.182205,-84.506836
Michigan,2019,2433633,4.066666667,44.182205,-84.506836
Michigan,2020,5808942,10,44.182205,-84.506836
Michigan,2021,3354924,5.85,44.182205,-84.506836
Michigan,2022,2433583,4.208333333,44.182205,-84.506836
Michigan,2023,1709843,3.888888889,44.182205,-84.506836
Minnesota,2014,1525306,4.266666667,46.39241,-94.63623
Minnesota,2015,1363967,3.791666667,46.39241,-94.63623
Minnesota,2016,1401581,3.875,46.39241,-94.63623
Minnesota,2017,1287376,3.483333333,46.39241,-94.63623
Minnesota,2018,1114436,3.025,46.39241,-94.63623
Minnesota,2019,1210381,3.25,46.39241,-94.63623
Minnesota,2020,2360198,6.266666667,46.39241,-94.63623
Minnesota,2021,1381059,3.783333333,46.39241,-94.63623
Minnesota,2022,981779,2.666666667,46.39241,-94.63623
Minnesota,2023,824686,2.944444444,46.39241,-94.63623
Mississippi,2014,1134088,7.591666667,33,-90
Mississippi,2015,980030,6.483333333,33,-90
Mississippi,2016,911476,5.966666667,33,-90
Mississippi,2017,799445,5.233333333,33,-90
Mississippi,2018,754010,4.958333333,33,-90
Mississippi,2019,845528,5.525,33,-90
Mississippi,2020,1197464,8.05,33,-90
Mississippi,2021,827915,5.5,33,-90
Mississippi,2022,585867,3.908333333,33,-90
Mississippi,2023,375842,3.355555556,33,-90
Missouri,2014,2242519,6.15,38.573936,-92.60376
Missouri,2015,1872144,5.108333333,38.573936,-92.60376
Missouri,2016,1676070,4.55,38.573936,-92.60376
Missouri,2017,1369451,3.741666667,38.573936,-92.60376
Missouri,2018,1183537,3.241666667,38.573936,-92.60376
Missouri,2019,1182334,3.208333333,38.573936,-92.60376
Missouri,2020,2240697,6.191666667,38.573936,-92.60376
Missouri,2021,1496422,4.083333333,38.573936,-92.60376
Missouri,2022,917176,2.491666667,38.573936,-92.60376
Missouri,2023,741177,2.644444444,38.573936,-92.60376
Montana,2014,286745,4.666666667,46.96526,-109.533691
Montana,2015,265864,4.291666667,46.96526,-109.533691
Montana,2016,270015,4.325,46.96526,-109.533691
Montana,2017,259202,4.091666667,46.96526,-109.533691
Montana,2018,239603,3.75,46.96526,-109.533691
Montana,2019,228838,3.5,46.96526,-109.533691
Montana,2020,381454,5.841666667,46.96526,-109.533691
Montana,2021,223764,3.383333333,46.96526,-109.533691
Montana,2022,180093,2.633333333,46.96526,-109.533691
Montana,2023,125992,2.433333333,46.96526,-109.533691
Nebraska,2014,395138,3.25,41.5,-100
Nebraska,2015,364107,2.983333333,41.5,-100
Nebraska,2016,374092,3.066666667,41.5,-100
Nebraska,2017,365254,2.975,41.5,-100
Nebraska,2018,363792,2.925,41.5,-100
Nebraska,2019,393834,3.125,41.5,-100
Nebraska,2020,541976,4.308333333,41.5,-100
Nebraska,2021,338065,2.691666667,41.5,-100
Nebraska,2022,297471,2.341666667,41.5,-100
Nebraska,2023,199903,2.088888889,41.5,-100
Nevada,2014,1352044,8.158333333,39.876019,-117.224121
Nevada,2015,1146547,6.85,39.876019,-117.224121
Nevada,2016,984352,5.808333333,39.876019,-117.224121
Nevada,2017,865560,4.983333333,39.876019,-117.224121
Nevada,2018,785880,4.383333333,39.876019,-117.224121
Nevada,2019,763142,4.108333333,39.876019,-117.224121
Nevada,2020,2445320,13.7,39.876019,-117.224121
Nevada,2021,1248970,6.941666667,39.876019,-117.224121
Nevada,2022,999635,5.358333333,39.876019,-117.224121
Nevada,2023,772834,5.422222222,39.876019,-117.224121
New Hampshire,2014,384912,4.325,44,-71.5
New Hampshire,2015,305116,3.391666667,44,-71.5
New Hampshire,2016,259129,2.883333333,44,-71.5
New Hampshire,2017,255000,2.808333333,44,-71.5
New Hampshire,2018,242620,2.625,44,-71.5
New Hampshire,2019,240050,2.566666667,44,-71.5
New Hampshire,2020,612257,6.716666667,44,-71.5
New Hampshire,2021,308640,3.4,44,-71.5
New Hampshire,2022,230995,2.5,44,-71.5
New Hampshire,2023,147581,2.133333333,44,-71.5
New Jersey,2014,3629759,6.733333333,39.833851,-74.871826
New Jersey,2015,3074120,5.7,39.833851,-74.871826
New Jersey,2016,2663109,4.941666667,39.833851,-74.871826
New Jersey,2017,2508793,4.533333333,39.833851,-74.871826
New Jersey,2018,2214115,4.008333333,39.833851,-74.871826
New Jersey,2019,1941086,3.45,39.833851,-74.871826
New Jersey,2020,5257987,9.45,39.833851,-74.871826
New Jersey,2021,3709314,6.608333333,39.833851,-74.871826
New Jersey,2022,2090983,3.666666667,39.833851,-74.871826
New Jersey,2023,1638666,3.744444444,39.833851,-74.871826
New Mexico,2014,737638,6.591666667,34.307144,-106.018066
New Mexico,2015,743058,6.6,34.307144,-106.018066
New Mexico,2016,766902,6.75,34.307144,-106.018066
New Mexico,2017,689828,6.041666667,34.307144,-106.018066
New Mexico,2018,559288,4.925,34.307144,-106.018066
New Mexico,2019,569280,4.958333333,34.307144,-106.018066
New Mexico,2020,883045,7.925,34.307144,-106.018066
New Mexico,2021,800273,7.058333333,34.307144,-106.018066
New Mexico,2022,457288,4.025,34.307144,-106.018066
New Mexico,2023,309453,3.566666667,34.307144,-106.018066
New York,2014,7177116,6.291666667,43,-75
New York,2015,5995217,5.233333333,43,-75
New York,2016,5578255,4.875,43,-75
New York,2017,5473729,4.633333333,43,-75
New York,2018,4829989,4.1,43,-75
New York,2019,4555857,3.85,43,-75
New York,2020,11256066,9.85,43,-75
New York,2021,8055233,7.016666667,43,-75
New York,2022,4903286,4.25,43,-75
New York,2023,3503894,4.011111111,43,-75
North Carolina,2014,3448788,6.108333333,35.782169,-80.793457
North Carolina,2015,3231291,5.658333333,35.782169,-80.793457
North Carolina,2016,2961485,5.1,35.782169,-80.793457
North Carolina,2017,2640113,4.525,35.782169,-80.793457
North Carolina,2018,2363065,3.991666667,35.782169,-80.793457
North Carolina,2019,2314610,3.866666667,35.782169,-80.793457
North Carolina,2020,4183025,7.275,35.782169,-80.793457
North Carolina,2021,2899574,4.875,35.782169,-80.793457
North Carolina,2022,2268301,3.641666667,35.782169,-80.793457
North Carolina,2023,1613714,3.444444444,35.782169,-80.793457
North Dakota,2014,128880,2.616666667,47.650589,-100.437012
North Dakota,2015,138089,2.783333333,47.650589,-100.437012
North Dakota,2016,153271,3.1,47.650589,-100.437012
North Dakota,2017,130064,2.608333333,47.650589,-100.437012
North Dakota,2018,118615,2.408333333,47.650589,-100.437012
North Dakota,2019,107559,2.166666667,47.650589,-100.437012
North Dakota,2020,244933,4.991666667,47.650589,-100.437012
North Dakota,2021,150778,3.066666667,47.650589,-100.437012
North Dakota,2022,104073,2.083333333,47.650589,-100.437012
North Dakota,2023,76249,2.033333333,47.650589,-100.437012
Ohio,2014,3981588,5.8,40.367474,-82.996216
Ohio,2015,3390946,4.95,40.367474,-82.996216
Ohio,2016,3496604,5.075,40.367474,-82.996216
Ohio,2017,3466150,4.966666667,40.367474,-82.996216
Ohio,2018,3144219,4.5,40.367474,-82.996216
Ohio,2019,2945543,4.183333333,40.367474,-82.996216
Ohio,2020,5697682,8.291666667,40.367474,-82.996216
Ohio,2021,3530757,5.133333333,40.367474,-82.996216
Ohio,2022,2768913,4.025,40.367474,-82.996216
Ohio,2023,1877543,3.611111111,40.367474,-82.996216
Oklahoma,2014,936343,4.333333333,36.084621,-96.921387
Oklahoma,2015,941564,4.291666667,36.084621,-96.921387
Oklahoma,2016,1019560,4.658333333,36.084621,-96.921387
Oklahoma,2017,883191,4.033333333,36.084621,-96.921387
Oklahoma,2018,722897,3.291666667,36.084621,-96.921387
Oklahoma,2019,691246,3.133333333,36.084621,-96.921387
Oklahoma,2020,1393331,6.316666667,36.084621,-96.921387
Oklahoma,2021,900380,4.016666667,36.084621,-96.921387
Oklahoma,2022,683373,3.025,36.084621,-96.921387
Oklahoma,2023,498311,2.888888889,36.084621,-96.921387
Oregon,2014,1552776,6.641666667,44,-120.5
Oregon,2015,1295407,5.466666667,44,-120.5
Oregon,2016,1163595,4.75,44,-120.5
Oregon,2017,1011545,4.058333333,44,-120.5
Oregon,2018,1004791,4.041666667,44,-120.5
Oregon,2019,935996,3.725,44,-120.5
Oregon,2020,1920735,7.616666667,44,-120.5
Oregon,2021,1344027,5.208333333,44,-120.5
Oregon,2022,1080374,4.133333333,44,-120.5
Oregon,2023,768922,3.933333333,44,-120.5
Pennsylvania,2014,4551774,5.933333333,41.203323,-77.194527
Pennsylvania,2015,4154203,5.391666667,41.203323,-77.194527
Pennsylvania,2016,4137190,5.341666667,41.203323,-77.194527
Pennsylvania,2017,3873027,4.975,41.203323,-77.194527
Pennsylvania,2018,3454502,4.416666667,41.203323,-77.194527
Pennsylvania,2019,3412498,4.325,41.203323,-77.194527
Pennsylvania,2020,6961979,8.916666667,41.203323,-77.194527
Pennsylvania,2021,4670973,6.033333333,41.203323,-77.194527
Pennsylvania,2022,3374983,4.35,41.203323,-77.194527
Pennsylvania,2023,2291427,3.911111111,41.203323,-77.194527
Rhode Island,2014,518980,7.766666667,41.742325,-71.742332
Rhode Island,2015,401211,6.025,41.742325,-71.742332
Rhode Island,2016,346976,5.241666667,41.742325,-71.742332
Rhode Island,2017,307327,4.508333333,41.742325,-71.742332
Rhode Island,2018,277898,4.033333333,41.742325,-71.742332
Rhode Island,2019,243509,3.55,41.742325,-71.742332
Rhode Island,2020,627601,9.208333333,41.742325,-71.742332
Rhode Island,2021,378152,5.508333333,41.742325,-71.742332
Rhode Island,2022,219681,3.216666667,41.742325,-71.742332
Rhode Island,2023,148776,2.922222222,41.742325,-71.742332
South Carolina,2014,1676132,6.275,33.836082,-81.163727
South Carolina,2015,1603998,5.9,33.836082,-81.163727
South Carolina,2016,1346120,4.916666667,33.836082,-81.163727
South Carolina,2017,1139616,4.2,33.836082,-81.163727
South Carolina,2018,922692,3.375,33.836082,-81.163727
South Carolina,2019,776377,2.783333333,33.836082,-81.163727
South Carolina,2020,1677956,5.983333333,33.836082,-81.163727
South Carolina,2021,1121133,3.983333333,33.836082,-81.163727
South Carolina,2022,924237,3.258333333,33.836082,-81.163727
South Carolina,2023,677623,3.1,33.836082,-81.163727
South Dakota,2014,179907,3.333333333,44.5,-100
South Dakota,2015,165321,3.05,44.5,-100
South Dakota,2016,164862,3.016666667,44.5,-100
South Dakota,2017,166647,3.05,44.5,-100
South Dakota,2018,154120,2.791666667,44.5,-100
South Dakota,2019,155210,2.783333333,44.5,-100
South Dakota,2020,235576,4.225,44.5,-100
South Dakota,2021,149218,2.641666667,44.5,-100
South Dakota,2022,117658,2.066666667,44.5,-100
South Dakota,2023,83305,1.933333333,44.5,-100
Tennessee,2014,2414929,6.6,35.860119,-86.660156
Tennessee,2015,2052145,5.566666667,35.860119,-86.660156
Tennessee,2016,1791863,4.758333333,35.860119,-86.660156
Tennessee,2017,1435035,3.75,35.860119,-86.660156
Tennessee,2018,1362506,3.5,35.860119,-86.660156
Tennessee,2019,1337577,3.341666667,35.860119,-86.660156
Tennessee,2020,2964559,7.533333333,35.860119,-86.660156
Tennessee,2021,1793722,4.491666667,35.860119,-86.660156
Tennessee,2022,1357702,3.366666667,35.860119,-86.660156
Tennessee,2023,992303,3.288888889,35.860119,-86.660156
Texas,2014,8082111,5.191666667,31,-100
Texas,2015,7029143,4.483333333,31,-100
Texas,2016,7445753,4.65,31,-100
Texas,2017,7032858,4.341666667,31,-100
Texas,2018,6435192,3.9,31,-100
Texas,2019,5900049,3.525,31,-100
Texas,2020,12877850,7.725,31,-100
Texas,2021,9693667,5.65,31,-100
Texas,2022,6819018,3.875,31,-100
Texas,2023,5450084,4.044444444,31,-100
Utah,2014,617627,3.633333333,39.41922,-111.950684
Utah,2015,617454,3.508333333,39.41922,-111.950684
Utah,2016,603430,3.35,39.41922,-111.950684
Utah,2017,587862,3.166666667,39.41922,-111.950684
Utah,2018,555079,2.916666667,39.41922,-111.950684
Utah,2019,493198,2.541666667,39.41922,-111.950684
Utah,2020,955701,4.85,39.41922,-111.950684
Utah,2021,555161,2.758333333,39.41922,-111.950684
Utah,2022,483236,2.3,39.41922,-111.950684
Utah,2023,389604,2.411111111,39.41922,-111.950684
Vermont,2014,167344,3.991666667,44,-72.699997
Vermont,2015,147032,3.533333333,44,-72.699997
Vermont,2016,130012,3.125,44,-72.699997
Vermont,2017,128313,3.008333333,44,-72.699997
Vermont,2018,105643,2.483333333,44,-72.699997
Vermont,2019,89035,2.1,44,-72.699997
Vermont,2020,233049,5.716666667,44,-72.699997
Vermont,2021,148995,3.7,44,-72.699997
Vermont,2022,107756,2.625,44,-72.699997
Vermont,2023,70909,2.255555556,44,-72.699997
Virginia,2014,2615751,5.116666667,37.926868,-78.024902
Virginia,2015,2225772,4.366666667,37.926868,-78.024902
Virginia,2016,2038945,4,37.926868,-78.024902
Virginia,2017,1913517,3.666666667,37.926868,-78.024902
Virginia,2018,1572860,3.008333333,37.926868,-78.024902
Virginia,2019,1459942,2.758333333,37.926868,-78.024902
Virginia,2020,3377731,6.508333333,37.926868,-78.024902
Virginia,2021,2018013,3.883333333,37.926868,-78.024902
Virginia,2022,1508647,2.833333333,37.926868,-78.024902
Virginia,2023,1179947,2.866666667,37.926868,-78.024902
Washington,2014,2484655,5.925,47.751076,-120.740135
Washington,2015,2315914,5.433333333,47.751076,-120.740135
Washington,2016,2280551,5.225,47.751076,-120.740135
Washington,2017,2073381,4.641666667,47.751076,-120.740135
Washington,2018,2027595,4.425,47.751076,-120.740135
Washington,2019,1997670,4.233333333,47.751076,-120.740135
Washington,2020,4001599,8.45,47.751076,-120.740135
Washington,2021,2440823,5.208333333,47.751076,-120.740135
Washington,2022,1997497,4.175,47.751076,-120.740135
Washington,2023,1484258,4.077777778,47.751076,-120.740135
West Virginia,2014,621421,6.5,39,-80.5
West Virginia,2015,625054,6.583333333,39,-80.5
West Virginia,2016,574809,6.091666667,39,-80.5
West Virginia,2017,490954,5.208333333,39,-80.5
West Virginia,2018,491369,5.166666667,39,-80.5
West Virginia,2019,471331,4.933333333,39,-80.5
West Virginia,2020,772357,8.275,39,-80.5
West Virginia,2021,477599,5.108333333,39,-80.5
West Virginia,2022,368780,3.916666667,39,-80.5
West Virginia,2023,248998,3.522222222,39,-80.5
Wisconsin,2014,1971797,5.35,44.5,-89.5
Wisconsin,2015,1637863,4.425,44.5,-89.5
Wisconsin,2016,1461862,3.908333333,44.5,-89.5
Wisconsin,2017,1225639,3.258333333,44.5,-89.5
Wisconsin,2018,1120658,2.975,44.5,-89.5
Wisconsin,2019,1188301,3.166666667,44.5,-89.5
Wisconsin,2020,2369297,6.391666667,44.5,-89.5
Wisconsin,2021,1429014,3.841666667,44.5,-89.5
Wisconsin,2022,1084387,2.933333333,44.5,-89.5
Wisconsin,2023,737750,2.666666667,44.5,-89.5
Wyoming,2014,157998,4.341666667,43.07597,-107.290283
Wyoming,2015,152998,4.208333333,43.07597,-107.290283
Wyoming,2016,192176,5.333333333,43.07597,-107.290283
Wyoming,2017,152660,4.325,43.07597,-107.290283
Wyoming,2018,142349,4.058333333,43.07597,-107.290283
Wyoming,2019,131040,3.716666667,43.07597,-107.290283
Wyoming,2020,208169,5.9,43.07597,-107.290283
Wyoming,2021,160410,4.625,43.07597,-107.290283
Wyoming,2022,124665,3.566666667,43.07597,-107.290283
Wyoming,2023,89430,3.344444444,43.07597,-107.290283
